investment_firm_lei,DEA,client_ID,invest_dec,within_firm,non_exec,trading_capacity,liq_prov_activity,date_time,validity_period,order_restriction,validity_period_ts,priority_time,priority_size,sequence_no,MIC,order_book_code,fin_instr_ID,receipt_date,order_ID,order_event_type,order_type,order_type_class,limit_price,additional_limit_price,stop_price,pegged_limit_price,transaction_price,currency,leg2_currency,price_notation,buy_sell,order_status,quantity_notation,quantity_currency,initial_quantity,remaining_quantity,displayed_quantity,traded_quantity,MAQ,MES,MES_first,passive_only,passive_aggressive,self_exec_prevention,sl_order_ID,routing_strategy,trading_venue_trans_ID,trading_phases,auction_price,auction_volume,reserved fields
SYNTHLEI0000000C0003,TRUE,CL1003,NONE,,,DEAL,TRUE,2025-07-11T16:34:29.622375Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:34:29.622375Z,,1497,XMKT,BRVO,ZZ0000000102,2025-07-11T16:34:29.622375Z,100276,CAME,L,,,,,,,EUR,,MONE,SELL,,,,1000,0,0,,,,,,,,,,T10027655,,,,
SYNTHLEI0000000A0001,FALSE,NONE,ALGO1,,,MTCH,FALSE,2025-07-11T16:34:37.735449Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:34:37.735449Z,,1498,XMKT,FXTR,ZZ0000000106,2025-07-11T16:34:37.735449Z,100153,NEWO,L,LMTO,3.1925,0,0,0,0,EUR,,MONE,SELL,ACTI,,,60,60,60,,,,,,,,,,T10015362,,,,
SYNTHLEI0000000B0002,FALSE,CL1014,NONE,,,MTCH,FALSE,2025-07-11T16:34:38.627036Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:34:38.627036Z,,1499,XMKT,JULT,ZZ0000000110,2025-07-11T16:34:38.627036Z,100638,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1500,0,0,,,,,,,,,,T10063886,,,,
SYNTHLEI0000000G0007,FALSE,CL1001,NONE,,,AOTC,FALSE,2025-07-11T16:35:03.279599Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:35:03.279599Z,,1500,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T16:35:03.279599Z,100420,REME,L,LMTO,112.0733,,,,,EUR,,MONE,BUYI,ACTI,,,5,5,5,,,,,,,,,,T10042084,,,,
SYNTHLEI0000000D0004,FALSE,CL1021,NONE,,,AOTC,FALSE,2025-07-11T16:35:07.381432Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:35:07.381432Z,,1501,XMKT,HOTL,ZZ0000000108,2025-07-11T16:35:07.381432Z,100457,NEWO,L,LMTO,3.1832,0,0,0,0,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10045732,,,,
SYNTHLEI0000000A0001,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T16:35:15.208875Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:27:59.208875Z,,1502,XMKT,FXTR,ZZ0000000106,2025-07-11T16:35:15.208875Z,100409,PARF,S,,,,,,3.1965,EUR,,MONE,SELL,,,,,1608,,1392,,,,,AGRE,,,,T10040943,,,,
SYNTHLEI0000000D0004,FALSE,CL1011,NONE,,,AOTC,FALSE,2025-07-11T16:36:16.650940Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:32:57.650940Z,,1503,XMKT,ABLE,ZZ0000000101,2025-07-11T16:36:16.650940Z,100340,FILL,M,,,,,,6.4947,EUR,,MONE,BUYI,,,,,0,,200,,,,,AGRE,,,,T10034013,,,,
SYNTHLEI0000000F0006,FALSE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T16:36:18.162657Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:36:18.162657Z,,1504,XMKT,JULT,ZZ0000000110,2025-07-11T16:36:18.162657Z,100496,NEWO,L,LMTO,11.3886,0,0,0,0,EUR,,MONE,SELL,ACTI,,,1500,1500,1500,,,,,,,,,,T10049676,,,,
SYNTHLEI0000000F0006,FALSE,CL1018,NONE,,,AOTC,FALSE,2025-07-11T16:36:18.583657Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:36:18.162657Z,,1505,XMKT,JULT,ZZ0000000110,2025-07-11T16:36:18.583657Z,100496,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,1500,0,0,,,,,,,,,,T10049676,,,,
SYNTHLEI0000000B0002,FALSE,CL1003,NONE,,,AOTC,FALSE,2025-07-11T16:36:22.280158Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:36:22.280158Z,,1506,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T16:36:22.280158Z,100408,REME,L,LMTO,108.0966,,,,,EUR,,MONE,BUYI,ACTI,,,1,1,1,,,,,,,,,,T10040885,,,,
SYNTHLEI0000000C0003,FALSE,CL1015,NONE,,,AOTC,FALSE,2025-07-11T16:36:40.142706Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:31:23.142706Z,,1507,XMKT,FXTR,ZZ0000000106,2025-07-11T16:36:40.142706Z,100272,FILL,M,,,,,,3.1914,EUR,,MONE,BUYI,,,,,0,,150,,,,,AGRE,,,,T10027274,,,,
SYNTHLEI0000000A0001,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T16:36:49.625069Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:36:49.625069Z,,1508,XMKT,JULT,ZZ0000000110,2025-07-11T16:36:49.625069Z,100546,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,5,0,0,,,,,,,,,,T10054641,,,,
SYNTHLEI0000000C0003,FALSE,CL1020,NONE,,,DEAL,TRUE,2025-07-11T16:37:23.028584Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:37:23.028584Z,,1509,XMKT,ABLE,ZZ0000000101,2025-07-11T16:37:23.028584Z,100553,NEWO,S,STOP,6.4936,0,6.306,0,0,EUR,,MONE,BUYI,ACTI,,,20,20,20,,,,,,,,,,T10055333,,,,
SYNTHLEI0000000A0001,FALSE,NONE,NONE,,,AOTC,FALSE,2025-07-11T16:37:30.208875Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:37:30.208875Z,,1510,XMKT,FXTR,ZZ0000000106,2025-07-11T16:37:30.208875Z,100409,CAME,S,,,,,,,EUR,,MONE,SELL,,,,3000,0,0,,,,,,,,,,T10040943,,,,
SYNTHLEI0000000A0001,FALSE,CL1037,NONE,,,MTCH,FALSE,2025-07-11T16:37:45.135405Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:37:45.135405Z,,1511,XMKT,BRVO,ZZ0000000102,2025-07-11T16:37:45.135405Z,100443,NEWO,L,LMTO,2.0868,0,0,0,0,EUR,,MONE,SELL,ACTI,,,60,60,60,,,,,,,,,,T10044353,,,,
SYNTHLEI0000000D0004,FALSE,NONE,ALGO1,,,DEAL,TRUE,2025-07-11T16:37:47.068972Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:37:47.068972Z,,1512,XMKT,FXTR,ZZ0000000106,2025-07-11T16:37:47.068972Z,100096,CAME,L,,,,,,,EUR,,MONE,SELL,,,,60,0,0,,,,,,,,,,T10009648,,,,
SYNTHLEI0000000F0006,FALSE,CL1033,NONE,,,MTCH,FALSE,2025-07-11T16:38:12.733952Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:12.733952Z,,1513,XMKT,ECHO,ZZ0000000105,2025-07-11T16:38:12.733952Z,100650,NEWO,L,LMTO,7.934,0,0,0,0,EUR,,MONE,SELL,ACTI,,,500,500,500,,,,,,,,,,T10065080,,,,
SYNTHLEI0000000F0006,FALSE,CL1033,NONE,,,MTCH,FALSE,2025-07-11T16:38:12.806952Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:12.733952Z,,1514,XMKT,ECHO,ZZ0000000105,2025-07-11T16:38:12.806952Z,100650,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,500,0,0,,,,,,,,,,T10065080,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:38:31.424268Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:31.424268Z,,1515,XMKT,HOTL,ZZ0000000108,2025-07-11T16:38:31.424268Z,100556,NEWO,L,LMTO,3.1868,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,150,150,150,,,,,,,,,,T10055677,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:38:35.179268Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:35.179268Z,,1516,XMKT,HOTL,ZZ0000000108,2025-07-11T16:38:35.179268Z,100556,REME,L,LMTO,3.1878,,,,,EUR,,MONE,BUYI,ACTI,,,150,150,150,,,,,,,,,,T10055677,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:38:36.109268Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:36.109268Z,,1517,XMKT,HOTL,ZZ0000000108,2025-07-11T16:38:36.109268Z,100556,REME,L,LMTO,3.1867,,,,,EUR,,MONE,BUYI,ACTI,,,150,150,150,,,,,,,,,,T10055677,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:38:37.549268Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:37.549268Z,,1518,XMKT,HOTL,ZZ0000000108,2025-07-11T16:38:37.549268Z,100556,REME,L,LMTO,3.1866,,,,,EUR,,MONE,BUYI,ACTI,,,150,150,150,,,,,,,,,,T10055677,,,,
SYNTHLEI0000000F0006,FALSE,CL1002,NONE,,,AOTC,FALSE,2025-07-11T16:38:37.551080Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:38:37.551080Z,,1519,XMKT,ECHO,ZZ0000000105,2025-07-11T16:38:37.551080Z,100571,NEWO,L,LMTO,7.9295,0,0,0,0,EUR,,MONE,SELL,ACTI,,,5,5,5,,,,,,,,,,T10057125,,,,
SYNTHLEI0000000F0006,FALSE,CL1002,NONE,,,AOTC,FALSE,2025-07-11T16:38:38.067080Z,IOCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:38:37.551080Z,,1520,XMKT,ECHO,ZZ0000000105,2025-07-11T16:38:38.067080Z,100571,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,5,0,0,,,,,,,,,,T10057125,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:38:39.374268Z,GTDV,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:39.374268Z,,1521,XMKT,HOTL,ZZ0000000108,2025-07-11T16:38:39.374268Z,100556,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,150,0,0,,,,,,,,,,T10055677,,,,
SYNTHLEI0000000B0002,FALSE,CL1019,NONE,,,AOTC,FALSE,2025-07-11T16:38:49.716190Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:38:49.716190Z,,1522,XMKT,DLTA,ZZ0000000104,2025-07-11T16:38:49.716190Z,100509,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,40,0,0,,,,,,,,,,T10050987,,,,
SYNTHLEI0000000D0004,FALSE,CL1021,NONE,,,AOTC,FALSE,2025-07-11T16:39:06.381432Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:35:07.381432Z,,1523,XMKT,HOTL,ZZ0000000108,2025-07-11T16:39:06.381432Z,100457,FILL,L,,,,,,3.1832,EUR,,MONE,SELL,,,,,0,,150,,,,,AGRE,,,,T10045732,,,,
SYNTHLEI0000000A0001,FALSE,CL1008,NONE,,,MTCH,FALSE,2025-07-11T16:39:09.692888Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:33:20.692888Z,,1524,XMKT,FXTR,ZZ0000000106,2025-07-11T16:39:09.692888Z,100335,PARF,L,,,,,,3.1884,EUR,,MONE,SELL,,,,,71,,29,,,,,AGRE,,,,T10033514,,,,
SYNTHLEI0000000C0003,FALSE,CL1021,NONE,,,DEAL,TRUE,2025-07-11T16:39:16.533556Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:39:16.533556Z,,1525,XMKT,DLTA,ZZ0000000104,2025-07-11T16:39:16.533556Z,100548,NEWO,L,LMTO,3.1495,0,0,0,0,EUR,,MONE,SELL,ACTI,,,40,40,40,,,,,,,,,,T10054864,,,,
SYNTHLEI0000000B0002,FALSE,CL1003,NONE,,,AOTC,FALSE,2025-07-11T16:39:26.280158Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:32:55.280158Z,,1526,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T16:39:26.280158Z,100408,PARF,L,,,,,,108.0966,EUR,,MONE,BUYI,,,,,0,,1,,,,,AGRE,,,,T10040885,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:39:43.125720Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:39:43.125720Z,,1527,XMKT,GOLF,ZZ0000000107,2025-07-11T16:39:43.125720Z,100464,NEWO,L,LMTO,4.1637,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,5,5,5,,,,,,,,,,T10046447,,,,
SYNTHLEI0000000C0003,FALSE,CL1020,NONE,,,AOTC,FALSE,2025-07-11T16:39:43.276148Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:33:31.276148Z,,1528,XMKT,ECHO,ZZ0000000105,2025-07-11T16:39:43.276148Z,100300,FILL,L,,,,,,7.9128,EUR,,MONE,BUYI,,,,,0,,100,,,,,PASV,,,,T10030020,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:39:46.119720Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:39:46.119720Z,,1529,XMKT,GOLF,ZZ0000000107,2025-07-11T16:39:46.119720Z,100464,REME,L,LMTO,4.1614,,,,,EUR,,MONE,BUYI,ACTI,,,5,5,5,,,,,,,,,,T10046447,,,,
SYNTHLEI0000000E0005,FALSE,NONE,NONE,,,MTCH,FALSE,2025-07-11T16:39:47.780720Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:39:47.780720Z,,1530,XMKT,GOLF,ZZ0000000107,2025-07-11T16:39:47.780720Z,100464,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,5,0,0,,,,,,,,,,T10046447,,,,
SYNTHLEI0000000C0003,FALSE,CL1024,NONE,,,AOTC,FALSE,2025-07-11T16:40:44.355821Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:40:44.355821Z,,1531,XMKT,CHRL,ZZ0000000103,2025-07-11T16:40:44.355821Z,100317,NEWO,M,LMTO,0,0,0,0,0,EUR,,MONE,SELL,ACTI,,,3000,3000,3000,,,,,,,,,,T10031744,,,,
SYNTHLEI0000000C0003,FALSE,CL1001,NONE,,,MTCH,FALSE,2025-07-11T16:41:03.098972Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:41:03.098972Z,,1532,XMKT,JULT,ZZ0000000110,2025-07-11T16:41:03.098972Z,100432,NEWO,L,LMTO,11.4211,0,0,0,0,EUR,,MONE,SELL,ACTI,,,60,60,60,,,,,,,,,,T10043248,,,,
SYNTHLEI0000000H0008,FALSE,NONE,ALGO1,,,DEAL,TRUE,2025-07-11T16:41:11.450445Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:41:11.450445Z,,1533,XMKT,JULT,ZZ0000000110,2025-07-11T16:41:11.450445Z,100024,NEWO,S,STOP,11.3996,0,11.7352,0,0,EUR,,MONE,BUYI,ACTI,,,200,200,200,,,,,,,,,,T10002473,,,,
SYNTHLEI0000000D0004,TRUE,CL1034,NONE,,,AOTC,FALSE,2025-07-11T16:41:24.757737Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:41:24.757737Z,,1534,XMKT,FXTR,ZZ0000000106,2025-07-11T16:41:24.757737Z,100022,NEWO,L,LMTO,3.1968,0,0,0,0,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10002233,,,,
SYNTHLEI0000000B0002,FALSE,NONE,ALGOPT,,,DEAL,FALSE,2025-07-11T16:42:49.871109Z,FOKV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:42:49.871109Z,,1535,XMKT,JULT,ZZ0000000110,2025-07-11T16:42:49.871109Z,100043,NEWO,L,LMTO,11.3899,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10004331,,,,
SYNTHLEI0000000D0004,FALSE,CL1008,NONE,,,AOTC,FALSE,2025-07-11T16:43:14.897008Z,FOKV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:43:14.897008Z,,1536,XMKT,ABLE,ZZ0000000101,2025-07-11T16:43:14.897008Z,100367,NEWO,L,LMTO,6.4974,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,500,500,500,,,,,,,,,,T10036756,,,,
SYNTHLEI0000000H0008,FALSE,NONE,ALGO1,,,DEAL,TRUE,2025-07-11T16:43:51.450445Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:41:11.450445Z,,1537,XMKT,JULT,ZZ0000000110,2025-07-11T16:43:51.450445Z,100024,PARF,S,,,,,,11.3996,EUR,,MONE,BUYI,,,,,151,,49,,,,,AGRE,,,,T10002473,,,,
SYNTHLEI0000000B0002,FALSE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T16:44:34.221938Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:44:34.221938Z,,1538,XMKT,ECHO,ZZ0000000105,2025-07-11T16:44:34.221938Z,100143,NEWO,L,LMTO,7.9107,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,5,5,5,,,,,,,,,,T10014318,,,,
SYNTHLEI0000000C0003,FALSE,CL1001,NONE,,,MTCH,FALSE,2025-07-11T16:44:50.098972Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:41:03.098972Z,,1539,XMKT,JULT,ZZ0000000110,2025-07-11T16:44:50.098972Z,100432,FILL,L,,,,,,11.4211,EUR,,MONE,SELL,,,,,0,,60,,,,,AGRE,,,,T10043248,,,,
SYNTHLEI0000000A0001,FALSE,CL1008,NONE,,,MTCH,FALSE,2025-07-11T16:45:06.692888Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:33:20.692888Z,,1540,XMKT,FXTR,ZZ0000000106,2025-07-11T16:45:06.692888Z,100335,FILL,L,,,,,,3.1884,EUR,,MONE,SELL,,,,,0,,71,,,,,PASV,,,,T10033514,,,,
SYNTHLEI0000000B0002,TRUE,CL1024,NONE,,,AOTC,FALSE,2025-07-11T16:45:38.326855Z,FOKV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:45:38.326855Z,,1541,XMKT,CHRL,ZZ0000000103,2025-07-11T16:45:38.326855Z,100611,NEWO,L,LMTO,16.2766,0,0,0,0,EUR,,MONE,SELL,ACTI,,,60,60,60,,,,,,,,,,T10061135,,,,
SYNTHLEI0000000H0008,FALSE,CL1031,NONE,,,MTCH,FALSE,2025-07-11T16:45:59.297227Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:45:59.297227Z,,1542,XMKT,INDX,ZZ0000000109,2025-07-11T16:45:59.297227Z,100429,NEWO,L,LMTO,0.4642,0,0,0,0,EUR,,MONE,SELL,ACTI,,,1500,1500,1500,,,,,,,,,,T10042946,,,,
SYNTHLEI0000000B0002,FALSE,NONE,ALGOPT,,,AOTC,FALSE,2025-07-11T16:46:08.221938Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:44:34.221938Z,,1543,XMKT,ECHO,ZZ0000000105,2025-07-11T16:46:08.221938Z,100143,PARF,L,,,,,,7.9107,EUR,,MONE,BUYI,,,,,4,,1,,,,,PASV,,,,T10014318,,,,
SYNTHLEI0000000H0008,FALSE,CL1031,NONE,,,MTCH,FALSE,2025-07-11T16:46:44.297227Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:45:59.297227Z,,1544,XMKT,INDX,ZZ0000000109,2025-07-11T16:46:44.297227Z,100429,PARF,L,,,,,,0.4642,EUR,,MONE,SELL,,,,,798,,702,,,,,PASV,,,,T10042946,,,,
SYNTHLEI0000000H0008,FALSE,CL1028,NONE,,,AOTC,FALSE,2025-07-11T16:46:46.067168Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T16:46:46.067168Z,,1545,XMKT,BRVO,ZZ0000000102,2025-07-11T16:46:46.067168Z,100014,NEWO,L,LMTO,2.0851,0,0,0,0,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10001464,,,,
SYNTHLEI0000000A0001,FALSE,CL1037,NONE,,,MTCH,FALSE,2025-07-11T16:46:56.135405Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:46:56.135405Z,,1546,XMKT,BRVO,ZZ0000000102,2025-07-11T16:46:56.135405Z,100443,REME,L,LMTO,2.0872,,,,,EUR,,MONE,SELL,ACTI,,,60,60,60,,,,,,,,,,T10044353,,,,
SYNTHLEI0000000D0004,TRUE,CL1034,NONE,,,AOTC,FALSE,2025-07-11T16:47:14.757737Z,GTDV,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:47:14.757737Z,,1547,XMKT,FXTR,ZZ0000000106,2025-07-11T16:47:14.757737Z,100022,REME,L,LMTO,3.1949,,,,,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10002233,,,,
SYNTHLEI0000000H0008,FALSE,CL1004,NONE,,,AOTC,FALSE,2025-07-11T16:47:25.068756Z,FOKV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:47:25.068756Z,,1548,XMKT,BRVO,ZZ0000000102,2025-07-11T16:47:25.068756Z,100600,NEWO,L,LMTO,2.0835,0,0,0,0,EUR,,MONE,SELL,ACTI,,,40,40,40,,,,,,,,,,T10060066,,,,
SYNTHLEI0000000B0002,TRUE,CL1026,NONE,,,DEAL,TRUE,2025-07-11T16:47:32.938789Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:47:32.938789Z,,1549,XMKT,GOLF,ZZ0000000107,2025-07-11T16:47:32.938789Z,100393,NEWO,M,LMTO,0,0,0,0,0,EUR,,MONE,SELL,ACTI,,,1500,1500,1500,,,,,,,,,,T10039335,,,,
SYNTHLEI0000000F0006,FALSE,CL1037,NONE,,,AOTC,FALSE,2025-07-11T16:47:53.591848Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:47:53.591848Z,,1550,XMKT,FXTR,ZZ0000000106,2025-07-11T16:47:53.591848Z,100484,NEWO,L,LMTO,3.1887,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,3000,3000,3000,,,,,,,,,,T10048485,,,,
SYNTHLEI0000000F0006,FALSE,CL1037,NONE,,,AOTC,FALSE,2025-07-11T16:47:54.252848Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:47:53.591848Z,,1551,XMKT,FXTR,ZZ0000000106,2025-07-11T16:47:54.252848Z,100484,CAME,L,LMTO,,,,,,EUR,,MONE,BUYI,,,,3000,0,0,,,,,,,,,,T10048485,,,,
SYNTHLEI0000000D0004,FALSE,CL1008,NONE,,,AOTC,FALSE,2025-07-11T16:47:54.897008Z,FOKV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:43:14.897008Z,,1552,XMKT,ABLE,ZZ0000000101,2025-07-11T16:47:54.897008Z,100367,PARF,L,,,,,,6.4974,EUR,,MONE,BUYI,,,,,299,,201,,,,,PASV,,,,T10036756,,,,
SYNTHLEI0000000H0008,FALSE,CL1028,NONE,,,AOTC,FALSE,2025-07-11T16:47:58.067168Z,DAVY,,2025-07-11T23:59:59.999999Z,2025-07-11T16:46:46.067168Z,,1553,XMKT,BRVO,ZZ0000000102,2025-07-11T16:47:58.067168Z,100014,FILL,L,,,,,,2.0851,EUR,,MONE,SELL,,,,,0,,150,,,,,AGRE,,,,T10001464,,,,
SYNTHLEI0000000H0008,FALSE,NONE,ALGO1,,,AOTC,FALSE,2025-07-11T16:48:11.774721Z,FOKV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:48:11.774721Z,,1554,XMKT,HOTL,ZZ0000000108,2025-07-11T16:48:11.774721Z,100031,NEWO,L,LMTO,3.1778,0,0,0,0,EUR,,MONE,SELL,ACTI,,,150,150,150,,,,,,,,,,T10003182,,,,
SYNTHLEI0000000H0008,FALSE,CL1038,NONE,,,AOTC,FALSE,2025-07-11T16:48:41.136761Z,DAVY,VFCR,2025-07-11T23:59:59.999999Z,2025-07-11T16:48:41.136761Z,,1555,XMKT,ECHO,ZZ0000000105,2025-07-11T16:48:41.136761Z,100158,NEWO,L,LMTO,7.9421,0,0,0,0,EUR,,MONE,SELL,ACTI,,,40,40,40,,,,,,,,,,T10015841,,,,
SYNTHLEI0000000D0004,FALSE,CL1030,NONE,,,DEAL,TRUE,2025-07-11T16:49:05.105904Z,GTCV,VFCR,9999-12-31T23:59:59.999999Z,2025-07-11T16:49:05.105904Z,,1556,XMKT,HOTL,ZZ0000000108,2025-07-11T16:49:05.105904Z,100599,NEWO,L,LMTO,3.1752,0,0,0,0,EUR,,MONE,SELL,ACTI,,,20,20,20,,,,,,,,,,T10059967,,,,
SYNTHLEI0000000B0002,FALSE,CL1003,NONE,,,AOTC,FALSE,2025-07-11T16:49:16.280158Z,DAVY,VFAR,2025-07-11T23:59:59.999999Z,2025-07-11T16:49:16.280158Z,,1557,XDRV,FTSE25T4900,ZV0000000201,2025-07-11T16:49:16.280158Z,100408,CAME,L,,,,,,,EUR,,MONE,BUYI,,,,1,0,0,,,,,,,,,,T10040885,,,,
SYNTHLEI0000000F0006,FALSE,CL1019,NONE,,,AOTC,FALSE,2025-07-11T16:49:17.163471Z,GTDV,,2025-07-11T23:59:59.999999Z,2025-07-11T16:49:17.163471Z,,1558,XMKT,HOTL,ZZ0000000108,2025-07-11T16:49:17.163471Z,100295,NEWO,L,LMTO,3.1767,0,0,0,0,EUR,,MONE,SELL,ACTI,,,500,500,500,,,,,,,,,,T10029531,,,,
SYNTHLEI0000000H0008,FALSE,CL1010,NONE,,,AOTC,FALSE,2025-07-11T16:49:17.306622Z,GTCV,VFAR,9999-12-31T23:59:59.999999Z,2025-07-11T16:49:17.306622Z,,1559,XMKT,CHRL,ZZ0000000103,2025-07-11T16:49:17.306622Z,100331,NEWO,L,LMTO,16.2392,0,0,0,0,EUR,,MONE,BUYI,ACTI,,,500,500,500,,,,,,,,,,T10033111,,,,
SYNTHLEI0000000F0006,FALSE,CL1019,NONE,,,AOTC,FALSE,2025-07-11T16:49:17.748471Z,GTDV,,2025-07-11T23:59:59.999999Z,2025-07-11T16:49:17.163471Z,,1560,XMKT,HOTL,ZZ0000000108,2025-07-11T16:49:17.748471Z,100295,CAME,L,LMTO,,,,,,EUR,,MONE,SELL,,,,500,0,0,,,,,,,,,,T10029531,,,,
