interaction_id,interaction_date,agent_id,hcp_id,client_id,channel,interaction_type,duration_minutes,connected,outcome,next_best_action,sentiment_score,script_adherence_pct,compliance_status,adverse_event_flagged
INT008332,2024-07-09,AG050,HCP0208,CL01,Phone,Follow-up,0,No,Voicemail,Invite to Webinar,0.5,0.93,Pass,No
INT008333,2025-01-26,AG018,HCP0141,CL03,Email,Scientific Exchange,2,Yes,Connected,Send Clinical Data,0.7,0.89,Pass,No
INT008334,2024-09-06,AG055,HCP0221,CL04,Email,Promotional,4,Yes,Connected,No Action,0.87,0.88,Pass,No
INT008335,2025-04-11,AG010,HCP0034,CL02,Portal,Promotional,0,No,Declined,Send Clinical Data,0.37,0.85,Pass,No
INT008336,2025-03-25,AG036,HCP0239,CL06,Email,Onboarding,4,Yes,Connected,Escalate to MSL,0.88,0.94,Pass,No
INT008337,2024-06-20,AG009,HCP0116,CL01,Video,Promotional,31,Yes,Connected,Sample Drop,0.48,0.89,Pass,No
INT008338,2024-03-20,AG015,HCP0146,CL03,Phone,Follow-up,0,No,Declined,Schedule Follow-up,0.71,0.87,Pass,No
INT008339,2024-12-18,AG016,HCP0069,CL04,Phone,Follow-up,0,No,No Answer,Escalate to MSL,0.46,0.92,Pass,No
INT008340,2025-02-24,AG050,HCP0027,CL03,Portal,Follow-up,4,Yes,Connected,Escalate to MSL,0.23,0.96,Pass,No
INT008341,2024-04-03,AG060,HCP0155,CL03,Phone,Promotional,11,Yes,Connected,No Action,0.56,0.9,Pass,No
INT008342,2025-06-26,AG022,HCP0128,CL04,Email,Onboarding,2,Yes,Connected,Invite to Webinar,0.64,1.0,Pass,No
INT008343,2024-02-25,AG045,HCP0184,CL04,Phone,Scientific Exchange,19,Yes,Connected,No Action,0.62,0.98,Pass,No
INT008344,2024-05-18,AG029,HCP0003,CL06,Phone,Promotional,0,No,Voicemail,Schedule Follow-up,0.46,0.79,Pass,No
INT008345,2025-05-06,AG060,HCP0026,CL07,Video,Scientific Exchange,0,No,Declined,Sample Drop,0.23,0.89,Pass,No
INT008346,2025-01-08,AG052,HCP0156,CL01,Video,Promotional,0,No,No Answer,Escalate to MSL,0.33,0.82,Pass,No
INT008347,2024-07-01,AG059,HCP0113,CL07,Email,Promotional,0,No,No Answer,Schedule Follow-up,0.37,1.0,Pass,No
INT008348,2025-05-26,AG046,HCP0099,CL01,Portal,Promotional,4,Yes,Connected,Invite to Webinar,0.95,0.84,Pass,No
INT008349,2025-01-06,AG052,HCP0143,CL05,Phone,Follow-up,9,Yes,Connected,Escalate to MSL,0.65,0.96,Pass,No
INT008350,2024-07-13,AG008,HCP0056,CL07,Phone,Promotional,28,Yes,Connected,Schedule Follow-up,0.76,0.99,Pass,No
INT008351,2025-06-30,AG004,HCP0224,CL07,Phone,Follow-up,0,No,No Answer,Send Clinical Data,0.3,0.97,Pass,No
INT008352,2024-10-28,AG040,HCP0261,CL03,Portal,Scientific Exchange,1,Yes,Connected,Sample Drop,1.0,1.0,Pass,No
INT008353,2024-12-10,AG059,HCP0107,CL01,Portal,Promotional,2,Yes,Connected,Invite to Webinar,0.8,0.95,Pass,No
INT008354,2024-01-25,AG032,HCP0253,CL07,Email,Scientific Exchange,0,No,Voicemail,Schedule Follow-up,0.32,0.78,Pass,No
INT008355,2024-12-14,AG031,HCP0156,CL01,Video,Follow-up,8,Yes,Connected,Escalate to MSL,0.76,0.99,Pass,No
INT008356,2024-12-20,AG012,HCP0024,CL07,Portal,Promotional,4,Yes,Connected,Send Clinical Data,0.35,0.98,Pass,No
INT008357,2025-04-06,AG037,HCP0011,CL05,Video,Onboarding,17,Yes,Connected,Sample Drop,0.69,0.82,Pass,No
INT008358,2024-07-13,AG058,HCP0207,CL08,Email,Promotional,2,Yes,Connected,Invite to Webinar,0.26,1.0,Pass,No
INT008359,2024-06-01,AG054,HCP0097,CL05,Email,Follow-up,4,Yes,Connected,Send Clinical Data,0.47,0.95,Pass,No
INT008360,2024-11-18,AG056,HCP0091,CL04,Email,Onboarding,4,Yes,Connected,Escalate to MSL,0.88,0.89,Pass,No
INT008361,2024-05-18,AG034,HCP0241,CL01,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.8,1.0,Pass,No
INT008362,2024-03-16,AG015,HCP0251,CL06,Email,Follow-up,4,Yes,Connected,Escalate to MSL,0.57,0.93,Pass,No
INT008363,2025-05-26,AG035,HCP0079,CL02,Email,Scientific Exchange,2,Yes,Connected,No Action,0.68,0.89,Pass,No
INT008364,2024-03-23,AG033,HCP0265,CL04,Email,Follow-up,3,Yes,Connected,Invite to Webinar,0.47,0.93,Pass,No
INT008365,2024-06-21,AG056,HCP0004,CL06,Email,Promotional,3,Yes,Connected,Sample Drop,0.81,0.78,Pass,No
INT008366,2024-01-13,AG053,HCP0162,CL04,Portal,Follow-up,1,Yes,Connected,Send Clinical Data,0.48,0.84,Pass,No
INT008367,2024-09-01,AG022,HCP0072,CL01,Portal,Promotional,4,Yes,Connected,No Action,0.5,0.83,Pass,No
INT008368,2024-10-05,AG007,HCP0225,CL03,Portal,Promotional,4,Yes,Connected,Escalate to MSL,0.84,0.78,Pass,No
INT008369,2024-05-13,AG014,HCP0156,CL05,Phone,Onboarding,13,Yes,Connected,Send Clinical Data,0.76,0.9,Pass,No
INT008370,2024-09-07,AG058,HCP0300,CL01,Video,Promotional,22,Yes,Connected,No Action,0.49,0.88,Pass,No
INT008371,2024-07-12,AG058,HCP0292,CL03,Email,Promotional,4,Yes,Connected,Sample Drop,0.77,0.94,Pass,No
INT008372,2025-01-20,AG040,HCP0256,CL03,Email,Onboarding,3,Yes,Connected,Send Clinical Data,0.71,0.97,Pass,No
INT008373,2024-03-30,AG003,HCP0082,CL03,Phone,Promotional,19,Yes,Connected,Invite to Webinar,0.44,0.84,Pass,No
INT008374,2025-05-21,AG013,HCP0289,CL04,Phone,Promotional,0,No,No Answer,Send Clinical Data,0.57,0.83,Pass,No
INT008375,2025-06-23,AG004,HCP0165,CL05,Email,Promotional,1,Yes,Connected,Schedule Follow-up,0.67,0.83,Pass,No
INT008376,2025-06-06,AG008,HCP0099,CL04,Email,Follow-up,0,No,Declined,Invite to Webinar,0.54,0.89,Pass,No
INT008377,2024-12-19,AG054,HCP0033,CL03,Portal,Follow-up,1,Yes,Connected,Escalate to MSL,0.72,0.9,Pass,No
INT008378,2024-02-22,AG059,HCP0237,CL01,Phone,Promotional,5,Yes,Connected,Schedule Follow-up,0.69,0.99,Pass,No
INT008379,2025-03-18,AG051,HCP0106,CL07,Phone,Promotional,0,No,No Answer,Sample Drop,0.52,0.71,Review,No
INT008380,2024-09-15,AG004,HCP0226,CL04,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.75,0.91,Pass,No
INT008381,2024-10-28,AG054,HCP0013,CL03,Video,Scientific Exchange,8,Yes,Connected,No Action,0.91,0.92,Pass,No
INT008382,2024-10-09,AG020,HCP0058,CL04,Portal,Promotional,1,Yes,Connected,Send Clinical Data,0.77,0.78,Pass,No
INT008383,2024-06-12,AG044,HCP0268,CL08,Video,Promotional,15,Yes,Connected,Schedule Follow-up,0.74,0.99,Pass,No
INT008384,2024-02-02,AG040,HCP0027,CL01,Email,Follow-up,3,Yes,Connected,No Action,0.24,0.93,Pass,No
INT008385,2025-06-21,AG029,HCP0098,CL05,Email,Promotional,4,Yes,Connected,Sample Drop,0.8,1.0,Pass,No
INT008386,2024-05-14,AG019,HCP0011,CL06,Portal,Scientific Exchange,3,Yes,Connected,Send Clinical Data,0.56,0.95,Pass,No
INT008387,2025-05-26,AG053,HCP0266,CL05,Phone,Scientific Exchange,12,Yes,Connected,Sample Drop,0.34,0.95,Pass,No
INT008388,2024-07-02,AG033,HCP0276,CL05,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.5,1.0,Pass,No
INT008389,2025-01-08,AG031,HCP0046,CL06,Email,Follow-up,2,Yes,Connected,No Action,0.78,0.94,Pass,No
INT008390,2025-04-04,AG048,HCP0053,CL05,Phone,Scientific Exchange,6,Yes,Connected,Invite to Webinar,0.6,0.89,Pass,No
INT008391,2024-06-18,AG043,HCP0292,CL07,Video,Scientific Exchange,0,No,No Answer,Invite to Webinar,0.86,0.89,Pass,No
INT008392,2024-02-28,AG045,HCP0210,CL05,Video,Promotional,22,Yes,Connected,No Action,0.45,0.93,Pass,No
INT008393,2024-02-17,AG038,HCP0252,CL08,Phone,Promotional,2,Yes,Connected,No Action,0.63,0.92,Pass,No
INT008394,2025-01-06,AG042,HCP0169,CL04,Phone,Promotional,0,No,Declined,Sample Drop,0.44,0.83,Pass,No
INT008395,2024-09-21,AG023,HCP0052,CL04,Phone,Promotional,0,No,Declined,Escalate to MSL,0.28,1.0,Pass,No
INT008396,2024-06-08,AG060,HCP0172,CL05,Phone,Onboarding,11,Yes,Connected,Sample Drop,0.49,0.95,Pass,No
INT008397,2024-08-18,AG014,HCP0011,CL06,Portal,Follow-up,4,Yes,Connected,Send Clinical Data,0.4,0.88,Review,No
INT008398,2024-11-04,AG034,HCP0268,CL07,Video,Scientific Exchange,9,Yes,Connected,Sample Drop,0.33,1.0,Pass,No
INT008399,2024-11-26,AG017,HCP0143,CL08,Phone,Follow-up,0,No,Voicemail,Send Clinical Data,0.35,0.88,Pass,No
INT008400,2024-07-16,AG016,HCP0156,CL02,Phone,Scientific Exchange,0,No,Declined,Send Clinical Data,0.35,0.79,Review,No
INT008401,2024-04-30,AG036,HCP0066,CL01,Portal,Scientific Exchange,2,Yes,Connected,Schedule Follow-up,0.7,0.92,Pass,No
INT008402,2024-07-09,AG043,HCP0015,CL05,Email,Promotional,3,Yes,Connected,Invite to Webinar,0.69,0.94,Pass,No
INT008403,2024-05-23,AG006,HCP0142,CL07,Phone,Promotional,5,Yes,Connected,Invite to Webinar,0.77,0.9,Pass,No
INT008404,2024-04-02,AG014,HCP0067,CL05,Phone,Follow-up,21,Yes,Connected,No Action,0.63,0.72,Review,No
INT008405,2025-03-06,AG057,HCP0135,CL02,Phone,Follow-up,23,Yes,Connected,No Action,0.66,0.87,Pass,No
INT008406,2024-09-22,AG032,HCP0222,CL04,Phone,Scientific Exchange,17,Yes,Connected,Schedule Follow-up,0.41,0.74,Review,No
INT008407,2025-05-11,AG060,HCP0081,CL05,Email,Promotional,2,Yes,Connected,No Action,0.41,0.84,Pass,No
INT008408,2025-06-18,AG048,HCP0072,CL05,Phone,Promotional,22,Yes,Connected,No Action,0.92,0.94,Pass,No
INT008409,2024-02-08,AG058,HCP0266,CL04,Phone,Onboarding,0,No,Voicemail,Escalate to MSL,0.52,0.87,Pass,No
INT008410,2024-09-18,AG004,HCP0037,CL02,Email,Follow-up,2,Yes,Connected,Escalate to MSL,0.67,0.87,Pass,No
INT008411,2025-01-18,AG015,HCP0001,CL03,Video,Scientific Exchange,15,Yes,Connected,Sample Drop,0.63,0.91,Pass,No
INT008412,2024-08-07,AG040,HCP0218,CL07,Video,Scientific Exchange,6,Yes,Connected,Schedule Follow-up,0.65,0.92,Pass,No
INT008413,2024-08-25,AG024,HCP0267,CL05,Video,Scientific Exchange,10,Yes,Connected,Schedule Follow-up,0.73,0.87,Pass,No
INT008414,2025-04-07,AG056,HCP0038,CL06,Portal,Follow-up,1,Yes,Connected,Send Clinical Data,0.64,0.88,Pass,No
INT008415,2025-04-29,AG034,HCP0175,CL05,Video,Promotional,11,Yes,Connected,Schedule Follow-up,0.6,0.96,Pass,No
INT008416,2024-06-05,AG015,HCP0006,CL07,Email,Promotional,1,Yes,Connected,Invite to Webinar,0.49,0.97,Pass,No
INT008417,2025-03-22,AG056,HCP0081,CL08,Video,Scientific Exchange,24,Yes,Connected,Sample Drop,0.61,0.89,Pass,No
INT008418,2025-01-26,AG044,HCP0160,CL07,Phone,Promotional,16,Yes,Connected,Escalate to MSL,0.43,0.86,Pass,No
INT008419,2025-05-01,AG010,HCP0150,CL04,Email,Follow-up,3,Yes,Connected,No Action,0.89,0.99,Pass,No
INT008420,2025-06-04,AG029,HCP0164,CL06,Video,Promotional,0,No,No Answer,Send Clinical Data,0.55,0.81,Pass,No
INT008421,2024-03-24,AG051,HCP0121,CL01,Portal,Follow-up,3,Yes,Connected,Invite to Webinar,0.37,0.92,Pass,No
INT008422,2024-03-05,AG045,HCP0241,CL06,Email,Promotional,2,Yes,Connected,Send Clinical Data,0.87,0.99,Pass,No
INT008423,2024-12-07,AG032,HCP0241,CL02,Email,Follow-up,2,Yes,Connected,Invite to Webinar,0.65,1.0,Review,No
INT008424,2025-04-13,AG011,HCP0029,CL03,Email,Scientific Exchange,4,Yes,Connected,Schedule Follow-up,0.78,0.96,Pass,No
INT008425,2024-11-17,AG035,HCP0209,CL02,Video,Promotional,17,Yes,Connected,Escalate to MSL,0.52,0.85,Pass,No
INT008426,2024-11-28,AG035,HCP0219,CL07,Phone,Follow-up,0,No,Voicemail,Sample Drop,0.44,0.95,Pass,No
INT008427,2024-08-12,AG049,HCP0014,CL02,Portal,Promotional,3,Yes,Connected,Invite to Webinar,0.52,0.86,Pass,No
INT008428,2024-01-22,AG025,HCP0262,CL08,Phone,Promotional,0,No,Voicemail,No Action,0.28,0.88,Pass,No
INT008429,2025-02-27,AG006,HCP0277,CL05,Phone,Promotional,12,Yes,Connected,Schedule Follow-up,0.96,1.0,Pass,No
INT008430,2024-12-02,AG021,HCP0036,CL04,Portal,Follow-up,3,Yes,Connected,Send Clinical Data,0.43,0.95,Pass,No
INT008431,2024-06-01,AG054,HCP0269,CL08,Video,Promotional,0,No,Voicemail,No Action,0.3,0.96,Pass,No
INT008432,2024-11-24,AG017,HCP0104,CL06,Phone,Follow-up,9,Yes,Connected,Schedule Follow-up,0.63,0.83,Pass,No
INT008433,2024-07-05,AG043,HCP0050,CL03,Phone,Scientific Exchange,0,No,No Answer,Invite to Webinar,0.44,1.0,Pass,No
INT008434,2025-03-06,AG019,HCP0289,CL04,Phone,Follow-up,17,Yes,Connected,Escalate to MSL,0.72,0.99,Pass,No
INT008435,2024-12-27,AG020,HCP0148,CL02,Phone,Promotional,18,Yes,Connected,Escalate to MSL,0.65,0.89,Pass,No
INT008436,2024-03-07,AG052,HCP0211,CL01,Phone,Onboarding,15,Yes,Connected,Send Clinical Data,0.85,0.9,Pass,No
INT008437,2025-04-20,AG027,HCP0143,CL04,Video,Promotional,7,Yes,Connected,Escalate to MSL,0.72,0.92,Pass,No
INT008438,2024-01-29,AG011,HCP0125,CL02,Video,Scientific Exchange,13,Yes,Connected,No Action,0.53,0.93,Pass,No
INT008439,2024-08-07,AG041,HCP0154,CL02,Video,Follow-up,0,No,No Answer,Send Clinical Data,0.46,0.86,Pass,No
INT008440,2025-05-04,AG003,HCP0093,CL04,Email,Follow-up,1,Yes,Connected,Invite to Webinar,0.34,0.88,Pass,No
INT008441,2024-03-09,AG014,HCP0138,CL05,Video,Onboarding,25,Yes,Connected,Schedule Follow-up,0.62,0.91,Pass,No
INT008442,2024-05-14,AG024,HCP0025,CL05,Portal,Follow-up,1,Yes,Connected,Schedule Follow-up,0.92,0.91,Pass,No
INT008443,2024-02-03,AG027,HCP0262,CL07,Portal,Promotional,4,Yes,Connected,Schedule Follow-up,0.85,0.85,Pass,No
INT008444,2025-06-20,AG016,HCP0197,CL07,Email,Follow-up,3,Yes,Connected,No Action,0.53,0.86,Pass,No
INT008445,2024-08-28,AG028,HCP0075,CL08,Portal,Follow-up,2,Yes,Connected,No Action,0.81,0.86,Pass,No
INT008446,2024-10-26,AG052,HCP0215,CL07,Email,Follow-up,2,Yes,Connected,No Action,0.59,0.89,Pass,No
INT008447,2025-03-14,AG030,HCP0189,CL03,Email,Scientific Exchange,3,Yes,Connected,Sample Drop,0.61,0.83,Pass,No
INT008448,2025-03-05,AG046,HCP0144,CL08,Portal,Follow-up,4,Yes,Connected,Sample Drop,0.61,0.98,Pass,No
INT008449,2024-01-15,AG006,HCP0158,CL02,Portal,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.8,0.89,Pass,No
INT008450,2024-01-06,AG010,HCP0191,CL05,Portal,Onboarding,2,Yes,Connected,No Action,0.77,0.84,Pass,No
INT008451,2025-01-08,AG026,HCP0022,CL05,Email,Scientific Exchange,2,Yes,Connected,Invite to Webinar,0.83,0.88,Pass,No
INT008452,2025-01-07,AG013,HCP0199,CL04,Email,Promotional,2,Yes,Connected,Sample Drop,0.84,0.82,Pass,No
INT008453,2024-06-19,AG010,HCP0219,CL02,Phone,Scientific Exchange,0,No,Voicemail,Invite to Webinar,0.03,0.92,Pass,No
INT008454,2025-04-20,AG040,HCP0018,CL07,Phone,Scientific Exchange,0,No,Voicemail,Send Clinical Data,0.31,0.78,Pass,No
INT008455,2024-05-11,AG052,HCP0131,CL01,Phone,Follow-up,20,Yes,Connected,Schedule Follow-up,0.71,0.87,Pass,No
INT008456,2024-12-25,AG034,HCP0040,CL04,Portal,Follow-up,3,Yes,Connected,No Action,0.57,0.86,Pass,No
INT008457,2024-09-11,AG021,HCP0224,CL06,Email,Scientific Exchange,3,Yes,Connected,Invite to Webinar,0.75,0.91,Pass,No
INT008458,2025-04-20,AG034,HCP0246,CL04,Email,Promotional,4,Yes,Connected,Escalate to MSL,0.59,0.85,Pass,No
INT008459,2024-07-21,AG019,HCP0030,CL08,Video,Scientific Exchange,0,No,Voicemail,Sample Drop,0.7,0.89,Pass,No
INT008460,2025-03-24,AG051,HCP0188,CL04,Email,Follow-up,3,Yes,Connected,Send Clinical Data,0.75,0.83,Pass,No
INT008461,2024-09-10,AG026,HCP0047,CL05,Portal,Promotional,4,Yes,Connected,No Action,0.58,0.94,Pass,No
INT008462,2024-02-27,AG003,HCP0234,CL04,Video,Promotional,0,No,No Answer,Escalate to MSL,0.42,0.92,Pass,No
INT008463,2025-05-24,AG038,HCP0065,CL05,Video,Promotional,13,Yes,Connected,Schedule Follow-up,0.89,0.89,Pass,No
INT008464,2024-02-19,AG045,HCP0095,CL04,Email,Promotional,1,Yes,Connected,Sample Drop,0.5,0.9,Pass,No
INT008465,2024-12-22,AG046,HCP0031,CL06,Phone,Follow-up,11,Yes,Connected,Invite to Webinar,0.82,0.78,Pass,No
INT008466,2024-05-06,AG009,HCP0079,CL06,Email,Scientific Exchange,1,Yes,Connected,Send Clinical Data,0.66,0.87,Pass,No
INT008467,2024-05-27,AG021,HCP0148,CL03,Email,Follow-up,2,Yes,Connected,Sample Drop,0.63,1.0,Pass,No
INT008468,2024-12-12,AG040,HCP0262,CL04,Video,Follow-up,17,Yes,Connected,Sample Drop,0.48,0.92,Pass,No
INT008469,2025-02-04,AG003,HCP0224,CL03,Phone,Promotional,11,Yes,Connected,Sample Drop,0.79,0.95,Pass,No
INT008470,2025-04-09,AG059,HCP0272,CL06,Email,Promotional,3,Yes,Connected,Escalate to MSL,0.52,0.86,Pass,No
INT008471,2025-03-31,AG008,HCP0051,CL04,Email,Scientific Exchange,3,Yes,Connected,No Action,1.0,0.88,Pass,No
INT008472,2024-11-22,AG054,HCP0025,CL07,Phone,Scientific Exchange,10,Yes,Connected,Invite to Webinar,0.35,0.86,Pass,No
INT008473,2024-07-17,AG059,HCP0159,CL02,Email,Promotional,4,Yes,Connected,Escalate to MSL,0.65,0.94,Pass,No
INT008474,2025-02-01,AG060,HCP0113,CL05,Phone,Scientific Exchange,9,Yes,Connected,Send Clinical Data,0.7,0.77,Pass,No
INT008475,2024-01-04,AG015,HCP0034,CL03,Phone,Promotional,10,Yes,Connected,Schedule Follow-up,0.71,0.95,Pass,No
INT008476,2025-06-23,AG006,HCP0061,CL08,Phone,Scientific Exchange,0,No,Declined,Escalate to MSL,0.5,0.92,Pass,No
INT008477,2024-07-12,AG015,HCP0226,CL08,Phone,Follow-up,12,Yes,Connected,No Action,0.74,1.0,Pass,No
INT008478,2024-09-23,AG029,HCP0177,CL07,Email,Onboarding,4,Yes,Connected,Schedule Follow-up,0.84,0.93,Pass,No
INT008479,2025-01-10,AG008,HCP0089,CL08,Email,Follow-up,3,Yes,Connected,No Action,0.81,0.97,Pass,No
INT008480,2025-04-09,AG049,HCP0107,CL02,Video,Promotional,0,No,No Answer,Invite to Webinar,0.35,0.93,Pass,No
INT008481,2025-05-04,AG056,HCP0078,CL05,Phone,Promotional,19,Yes,Connected,Send Clinical Data,0.77,0.86,Pass,No
INT008482,2025-06-05,AG041,HCP0061,CL02,Email,Follow-up,3,Yes,Connected,Escalate to MSL,0.86,0.96,Pass,No
INT008483,2024-04-07,AG029,HCP0221,CL02,Email,Promotional,0,No,No Answer,No Action,0.6,0.93,Pass,No
INT008484,2024-08-01,AG031,HCP0235,CL02,Phone,Scientific Exchange,5,Yes,Connected,Escalate to MSL,0.49,1.0,Pass,No
INT008485,2024-05-26,AG018,HCP0132,CL03,Portal,Follow-up,0,No,Voicemail,Sample Drop,0.61,0.77,Pass,No
INT008486,2024-04-15,AG020,HCP0255,CL01,Email,Promotional,0,No,Declined,Invite to Webinar,0.58,1.0,Pass,No
INT008487,2025-02-19,AG005,HCP0012,CL08,Phone,Follow-up,0,No,Declined,Invite to Webinar,0.57,0.85,Pass,No
INT008488,2024-05-15,AG036,HCP0286,CL03,Video,Promotional,12,Yes,Connected,Escalate to MSL,0.76,0.86,Pass,No
INT008489,2025-06-15,AG016,HCP0292,CL01,Phone,Follow-up,17,Yes,Connected,Schedule Follow-up,0.68,0.88,Pass,No
INT008490,2024-10-16,AG052,HCP0044,CL05,Phone,Promotional,0,No,Voicemail,Invite to Webinar,0.41,0.87,Pass,No
INT008491,2024-06-29,AG011,HCP0182,CL02,Video,Scientific Exchange,6,Yes,Connected,Sample Drop,0.53,0.78,Pass,No
INT008492,2024-11-08,AG048,HCP0159,CL06,Phone,Promotional,0,No,Voicemail,Send Clinical Data,0.39,0.93,Pass,No
INT008493,2024-07-05,AG011,HCP0174,CL04,Phone,Follow-up,0,No,No Answer,Sample Drop,0.27,0.89,Pass,Yes
INT008494,2025-06-30,AG037,HCP0002,CL05,Phone,Onboarding,11,Yes,Connected,Invite to Webinar,0.88,0.99,Pass,No
INT008495,2024-01-24,AG051,HCP0158,CL06,Email,Follow-up,2,Yes,Connected,Schedule Follow-up,0.56,0.92,Pass,No
INT008496,2024-04-16,AG044,HCP0132,CL02,Phone,Promotional,2,Yes,Connected,Send Clinical Data,0.67,0.93,Pass,No
INT008497,2024-09-07,AG029,HCP0261,CL08,Phone,Follow-up,6,Yes,Connected,Sample Drop,0.47,0.93,Pass,No
INT008498,2025-06-22,AG046,HCP0044,CL01,Video,Scientific Exchange,0,No,Declined,No Action,0.3,0.73,Review,No
INT008499,2025-02-10,AG044,HCP0162,CL03,Phone,Follow-up,12,Yes,Connected,Invite to Webinar,0.63,0.81,Pass,No
INT008500,2025-01-29,AG036,HCP0265,CL01,Email,Onboarding,3,Yes,Connected,Sample Drop,0.8,0.91,Pass,No
INT008501,2024-11-19,AG050,HCP0092,CL04,Phone,Promotional,0,No,Voicemail,Escalate to MSL,0.41,0.74,Review,No
INT008502,2025-03-19,AG057,HCP0202,CL07,Email,Scientific Exchange,3,Yes,Connected,No Action,0.83,0.95,Pass,No
INT008503,2024-08-12,AG056,HCP0251,CL07,Phone,Promotional,7,Yes,Connected,Invite to Webinar,0.75,0.98,Pass,No
INT008504,2025-01-25,AG050,HCP0116,CL08,Video,Promotional,0,No,Declined,Sample Drop,0.63,1.0,Pass,No
INT008505,2024-12-31,AG045,HCP0180,CL07,Video,Promotional,18,Yes,Connected,Sample Drop,0.7,0.89,Pass,No
INT008506,2025-01-09,AG012,HCP0286,CL01,Email,Promotional,0,No,No Answer,Schedule Follow-up,0.28,0.9,Pass,No
INT008507,2024-10-24,AG039,HCP0081,CL03,Video,Scientific Exchange,0,No,No Answer,Sample Drop,0.42,0.89,Pass,No
INT008508,2024-08-04,AG038,HCP0086,CL01,Phone,Follow-up,10,Yes,Connected,Escalate to MSL,0.74,0.94,Pass,No
INT008509,2024-10-10,AG012,HCP0081,CL07,Phone,Promotional,19,Yes,Connected,Schedule Follow-up,0.68,1.0,Pass,No
INT008510,2024-12-28,AG057,HCP0100,CL06,Phone,Promotional,19,Yes,Connected,No Action,0.73,0.86,Pass,No
INT008511,2025-03-30,AG036,HCP0206,CL02,Phone,Scientific Exchange,0,No,Declined,Send Clinical Data,0.74,0.86,Pass,No
INT008512,2024-03-25,AG058,HCP0111,CL06,Phone,Promotional,0,No,No Answer,Invite to Webinar,0.39,0.91,Pass,No
INT008513,2025-05-19,AG046,HCP0255,CL01,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.9,0.94,Pass,No
INT008514,2024-11-28,AG056,HCP0153,CL01,Email,Scientific Exchange,2,Yes,Connected,No Action,0.73,0.96,Pass,No
INT008515,2025-02-26,AG059,HCP0142,CL05,Email,Follow-up,4,Yes,Connected,Schedule Follow-up,0.47,0.98,Pass,No
INT008516,2024-01-24,AG027,HCP0132,CL01,Portal,Scientific Exchange,4,Yes,Connected,No Action,0.67,0.85,Pass,No
INT008517,2025-03-28,AG040,HCP0056,CL06,Phone,Scientific Exchange,0,No,Voicemail,No Action,0.62,0.88,Pass,No
INT008518,2024-03-01,AG045,HCP0246,CL03,Email,Promotional,1,Yes,Connected,No Action,0.4,0.91,Pass,No
INT008519,2024-02-04,AG021,HCP0194,CL03,Phone,Scientific Exchange,16,Yes,Connected,Send Clinical Data,0.58,1.0,Pass,No
INT008520,2025-03-22,AG001,HCP0262,CL06,Email,Follow-up,4,Yes,Connected,Sample Drop,0.53,0.88,Pass,No
INT008521,2025-06-15,AG006,HCP0080,CL03,Phone,Promotional,16,Yes,Connected,Escalate to MSL,0.88,0.85,Pass,No
INT008522,2024-05-07,AG031,HCP0019,CL04,Phone,Promotional,14,Yes,Connected,Invite to Webinar,0.56,0.87,Pass,No
INT008523,2025-02-10,AG009,HCP0048,CL01,Phone,Promotional,22,Yes,Connected,Invite to Webinar,0.87,0.79,Pass,No
INT008524,2024-10-04,AG012,HCP0178,CL07,Phone,Scientific Exchange,0,No,No Answer,Schedule Follow-up,0.38,0.9,Pass,No
INT008525,2025-04-14,AG060,HCP0211,CL06,Email,Promotional,4,Yes,Connected,Invite to Webinar,0.54,1.0,Pass,No
INT008526,2024-08-24,AG058,HCP0050,CL06,Video,Promotional,4,Yes,Connected,Send Clinical Data,0.75,0.93,Pass,No
INT008527,2024-05-31,AG010,HCP0189,CL03,Email,Promotional,1,Yes,Connected,Sample Drop,0.57,0.89,Pass,No
INT008528,2024-08-11,AG004,HCP0050,CL08,Phone,Promotional,18,Yes,Connected,Schedule Follow-up,0.72,0.85,Pass,No
INT008529,2024-11-17,AG002,HCP0026,CL06,Phone,Scientific Exchange,0,No,Voicemail,No Action,0.34,0.84,Review,No
INT008530,2024-04-26,AG029,HCP0104,CL07,Phone,Promotional,4,Yes,Connected,No Action,0.57,0.87,Pass,No
INT008531,2024-07-06,AG041,HCP0202,CL05,Phone,Scientific Exchange,0,No,No Answer,Invite to Webinar,0.56,1.0,Pass,No
INT008532,2024-06-07,AG032,HCP0146,CL04,Phone,Scientific Exchange,0,No,No Answer,Sample Drop,0.4,0.85,Pass,No
INT008533,2025-05-20,AG020,HCP0001,CL05,Phone,Promotional,5,Yes,Connected,Send Clinical Data,0.65,0.75,Pass,No
INT008534,2025-01-27,AG042,HCP0049,CL01,Video,Onboarding,0,No,Voicemail,No Action,0.52,0.98,Review,Yes
INT008535,2024-04-10,AG001,HCP0222,CL06,Video,Follow-up,14,Yes,Connected,Schedule Follow-up,0.67,0.88,Pass,No
INT008536,2024-10-11,AG023,HCP0015,CL03,Email,Promotional,1,Yes,Connected,No Action,0.56,0.89,Pass,No
INT008537,2025-01-31,AG031,HCP0293,CL07,Video,Scientific Exchange,13,Yes,Connected,Escalate to MSL,0.4,0.95,Pass,No
