UsageID,UsageDate,RepID,Drug,TherapyArea,Topic,QueryType,AnswerQuality,TimeToAnswerSec,TimeSavedMinutes,UsedInHCPInteraction,UserSatisfaction,HCPID
MSL-005339,2026-02-27,REP-021,DrugGamma-200mg,Rare Disease,Biomarker Data,Pre-Meeting Prep,Fully Answered,5.9,10.7,0,5,
MSL-005340,2026-03-02,REP-002,DrugBeta-50mg,Oncology,Combination Therapy,Pre-Meeting Prep,Fully Answered,10.4,2,1,5,HCP-0388
MSL-005341,2026-03-02,REP-002,NeuroX-75mg,Oncology,Long-term Outcomes,Live During HCP Call,Fully Answered,8.5,13.3,1,5,HCP-0195
MSL-005342,2026-03-02,REP-004,NeuroX-75mg,Cardiology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,4.2,13.5,1,5,HCP-0126
MSL-005343,2026-03-02,REP-004,NeuroX-75mg,Cardiology,Pharmacokinetics,Pre-Meeting Prep,Partially Answered,17.8,21.8,0,3,
MSL-005344,2026-03-02,REP-008,DrugGamma-200mg,Immunology,Biomarker Data,Pre-Meeting Prep,Fully Answered,8.0,12.1,0,5,
MSL-005345,2026-03-02,REP-008,NeuroX-75mg,Immunology,Off-label Evidence Request,Live During HCP Call,Fully Answered,6.9,19.2,1,5,HCP-0201
MSL-005346,2026-03-02,REP-010,CardioPlus-25mg,Immunology,Pharmacokinetics,Post-Call Follow-up,Partially Answered,25.8,6.8,0,3,
MSL-005347,2026-03-02,REP-010,NeuroX-75mg,Immunology,Patient Selection Criteria,Live During HCP Call,Fully Answered,3.4,11.2,1,4,HCP-0338
MSL-005348,2026-03-02,REP-010,CardioPlus-25mg,Immunology,Pharmacokinetics,Self-Study,Fully Answered,5.8,2,0,5,
MSL-005349,2026-03-02,REP-010,NeuroX-75mg,Immunology,Combination Therapy,Pre-Meeting Prep,Fully Answered,4.5,9.7,1,5,HCP-0031
MSL-005350,2026-03-02,REP-015,DrugAlpha-100mg,Oncology,Combination Therapy,Self-Study,Fully Answered,6.1,18.5,0,5,
MSL-005351,2026-03-02,REP-015,DrugAlpha-100mg,Oncology,Subgroup Analysis,Post-Call Follow-up,Partially Answered,17.8,7.6,0,2,
MSL-005352,2026-03-02,REP-015,DrugBeta-50mg,Oncology,Pharmacokinetics,Post-Call Follow-up,Fully Answered,6.2,8.4,0,5,
MSL-005353,2026-03-02,REP-015,NeuroX-75mg,Oncology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,2.7,9.8,1,5,HCP-0289
MSL-005354,2026-03-02,REP-015,DrugAlpha-100mg,Oncology,Biomarker Data,Pre-Meeting Prep,Fully Answered,6.8,12.6,0,5,
MSL-005355,2026-03-02,REP-016,DrugGamma-200mg,Neurology,Drug Interactions,Post-Call Follow-up,No Answer Found,34.8,0,0,1,
MSL-005356,2026-03-02,REP-016,CardioPlus-25mg,Neurology,Dosing Guidelines,Self-Study,Fully Answered,10.3,10.4,0,5,
MSL-005357,2026-03-02,REP-016,NeuroX-75mg,Neurology,Subgroup Analysis,Pre-Meeting Prep,No Answer Found,14.1,0,0,2,
MSL-005358,2026-03-02,REP-016,DrugGamma-200mg,Neurology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,4.7,20.7,1,5,HCP-0123
MSL-005359,2026-03-02,REP-017,NeuroX-75mg,Immunology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,7.8,9.5,1,5,HCP-0457
MSL-005360,2026-03-02,REP-021,DrugGamma-200mg,Rare Disease,Combination Therapy,Pre-Meeting Prep,Fully Answered,7.1,12.5,1,5,HCP-0093
MSL-005361,2026-03-02,REP-021,CardioPlus-25mg,Rare Disease,Adverse Events / Safety,Post-Call Follow-up,Fully Answered,7.6,16.6,0,5,
MSL-005362,2026-03-02,REP-021,NeuroX-75mg,Rare Disease,Biomarker Data,Self-Study,Partially Answered,11.4,14.9,0,2,
MSL-005363,2026-03-02,REP-021,CardioPlus-25mg,Rare Disease,Combination Therapy,Self-Study,Partially Answered,17.5,11.5,0,2,
MSL-005364,2026-03-03,REP-002,DrugBeta-50mg,Oncology,Subgroup Analysis,Pre-Meeting Prep,No Answer Found,20.5,0,0,2,
MSL-005365,2026-03-03,REP-002,NeuroX-75mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,6.8,15.9,1,5,HCP-0421
MSL-005366,2026-03-03,REP-002,DrugAlpha-100mg,Oncology,Dosing Guidelines,Pre-Meeting Prep,Partially Answered,19.4,8.4,1,2,HCP-0473
MSL-005367,2026-03-03,REP-002,DrugAlpha-100mg,Oncology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,6.8,5.3,0,5,
MSL-005368,2026-03-03,REP-002,CardioPlus-25mg,Oncology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,7.6,10.8,1,5,HCP-0475
MSL-005369,2026-03-03,REP-002,DrugGamma-200mg,Oncology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,9.5,5.6,1,4,HCP-0175
MSL-005370,2026-03-03,REP-004,NeuroX-75mg,Cardiology,Patient Selection Criteria,Pre-Meeting Prep,Partially Answered,14.6,10.9,0,3,
MSL-005371,2026-03-03,REP-004,DrugBeta-50mg,Cardiology,Real-World Evidence,Live During HCP Call,Fully Answered,3.2,2,1,4,HCP-0101
MSL-005372,2026-03-03,REP-004,CardioPlus-25mg,Cardiology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,7.9,12.0,0,4,
MSL-005373,2026-03-03,REP-004,DrugBeta-50mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,7.4,9.1,0,5,
MSL-005374,2026-03-03,REP-008,DrugAlpha-100mg,Immunology,Adverse Events / Safety,Self-Study,Fully Answered,5.8,16.0,0,4,
MSL-005375,2026-03-03,REP-008,DrugGamma-200mg,Immunology,Mechanism of Action,Live During HCP Call,Fully Answered,13.1,15.1,1,5,HCP-0203
MSL-005376,2026-03-03,REP-008,DrugGamma-200mg,Immunology,Guidelines / Protocols,Self-Study,Fully Answered,10.0,13.3,0,4,
MSL-005377,2026-03-03,REP-008,DrugAlpha-100mg,Immunology,Real-World Evidence,Post-Call Follow-up,Fully Answered,9.4,16.4,0,5,
MSL-005378,2026-03-03,REP-008,NeuroX-75mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,2.2,12.0,1,5,HCP-0402
MSL-005379,2026-03-03,REP-008,DrugGamma-200mg,Immunology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,8.5,8.6,1,5,HCP-0437
MSL-005380,2026-03-03,REP-009,DrugBeta-50mg,Cardiology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,7.3,15.4,1,5,HCP-0149
MSL-005381,2026-03-03,REP-009,DrugGamma-200mg,Cardiology,Subgroup Analysis,Pre-Meeting Prep,Fully Answered,6.7,3.9,1,5,HCP-0320
MSL-005382,2026-03-03,REP-009,NeuroX-75mg,Cardiology,Drug Interactions,Live During HCP Call,Fully Answered,7.9,10.6,1,5,HCP-0429
MSL-005383,2026-03-03,REP-009,DrugGamma-200mg,Cardiology,Long-term Outcomes,Live During HCP Call,Fully Answered,6.0,10.2,1,5,HCP-0212
MSL-005384,2026-03-03,REP-009,DrugAlpha-100mg,Cardiology,Guidelines / Protocols,Post-Call Follow-up,Partially Answered,15.2,6.4,0,4,
MSL-005385,2026-03-03,REP-009,CardioPlus-25mg,Cardiology,Dosing Guidelines,Post-Call Follow-up,Redirected to Medical,38.5,0,0,3,
MSL-005386,2026-03-03,REP-010,CardioPlus-25mg,Immunology,Drug Interactions,Live During HCP Call,Fully Answered,10.3,16.6,1,4,HCP-0447
MSL-005387,2026-03-03,REP-010,DrugBeta-50mg,Immunology,Pharmacokinetics,Self-Study,Fully Answered,10.0,10.7,0,4,
MSL-005388,2026-03-03,REP-010,DrugGamma-200mg,Immunology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,6.4,6.2,0,4,
MSL-005389,2026-03-03,REP-010,DrugAlpha-100mg,Immunology,Subgroup Analysis,Post-Call Follow-up,Fully Answered,5.0,13.8,0,4,
MSL-005390,2026-03-03,REP-015,DrugBeta-50mg,Oncology,Competitor Comparison,Pre-Meeting Prep,No Answer Found,21.1,0,0,3,
MSL-005391,2026-03-03,REP-015,DrugAlpha-100mg,Oncology,Off-label Evidence Request,Pre-Meeting Prep,No Answer Found,34.8,0,0,2,
MSL-005392,2026-03-03,REP-015,DrugAlpha-100mg,Oncology,Off-label Evidence Request,Post-Call Follow-up,Redirected to Medical,12.3,0,0,1,
MSL-005393,2026-03-03,REP-015,NeuroX-75mg,Oncology,Subgroup Analysis,Self-Study,Redirected to Medical,17.0,0,0,1,
MSL-005394,2026-03-03,REP-016,CardioPlus-25mg,Neurology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,4.5,13.4,1,4,HCP-0112
MSL-005395,2026-03-03,REP-016,DrugGamma-200mg,Neurology,Pharmacokinetics,Live During HCP Call,Redirected to Medical,39.9,0,0,2,
MSL-005396,2026-03-03,REP-016,CardioPlus-25mg,Neurology,Drug Interactions,Live During HCP Call,Redirected to Medical,19.1,0,0,3,
MSL-005397,2026-03-03,REP-016,NeuroX-75mg,Neurology,Clinical Trial Data,Live During HCP Call,Fully Answered,6.0,15.4,0,5,
MSL-005398,2026-03-03,REP-017,CardioPlus-25mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,7.8,18.8,1,5,HCP-0034
MSL-005399,2026-03-03,REP-021,NeuroX-75mg,Rare Disease,Drug Interactions,Pre-Meeting Prep,Partially Answered,15.9,19.0,0,3,
MSL-005400,2026-03-03,REP-021,DrugBeta-50mg,Rare Disease,Pharmacokinetics,Self-Study,Fully Answered,11.5,17.8,0,5,
MSL-005401,2026-03-03,REP-021,DrugAlpha-100mg,Rare Disease,Guidelines / Protocols,Pre-Meeting Prep,Partially Answered,17.1,15.3,1,3,HCP-0053
MSL-005402,2026-03-03,REP-021,NeuroX-75mg,Rare Disease,Drug Interactions,Pre-Meeting Prep,Fully Answered,7.3,15.7,0,4,
MSL-005403,2026-03-04,REP-002,DrugGamma-200mg,Oncology,Dosing Guidelines,Live During HCP Call,Fully Answered,9.9,5.6,1,5,HCP-0152
MSL-005404,2026-03-04,REP-004,DrugBeta-50mg,Cardiology,Drug Interactions,Pre-Meeting Prep,Partially Answered,18.8,10.1,0,3,
MSL-005405,2026-03-04,REP-004,DrugBeta-50mg,Cardiology,Drug Interactions,Live During HCP Call,Fully Answered,8.6,10.7,0,5,
MSL-005406,2026-03-04,REP-004,DrugGamma-200mg,Cardiology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,9.5,13.4,0,5,
MSL-005407,2026-03-04,REP-004,DrugAlpha-100mg,Cardiology,Combination Therapy,Pre-Meeting Prep,Partially Answered,20.1,16.2,0,3,
MSL-005408,2026-03-04,REP-004,CardioPlus-25mg,Cardiology,Mechanism of Action,Live During HCP Call,Partially Answered,10.6,9.6,1,3,HCP-0119
MSL-005409,2026-03-04,REP-008,NeuroX-75mg,Immunology,Patient Selection Criteria,Pre-Meeting Prep,Fully Answered,1,15.3,1,5,HCP-0260
MSL-005410,2026-03-04,REP-008,CardioPlus-25mg,Immunology,Guidelines / Protocols,Pre-Meeting Prep,Partially Answered,26.4,13.5,1,4,HCP-0348
MSL-005411,2026-03-04,REP-009,DrugGamma-200mg,Cardiology,Clinical Trial Data,Live During HCP Call,Fully Answered,3.8,9.2,1,5,HCP-0023
MSL-005412,2026-03-04,REP-009,NeuroX-75mg,Cardiology,Biomarker Data,Post-Call Follow-up,Redirected to Medical,15.8,0,0,1,
MSL-005413,2026-03-04,REP-009,DrugGamma-200mg,Cardiology,Competitor Comparison,Post-Call Follow-up,Partially Answered,22.0,7.7,0,4,
MSL-005414,2026-03-04,REP-010,CardioPlus-25mg,Immunology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,8.8,15.9,0,5,
MSL-005415,2026-03-04,REP-010,DrugAlpha-100mg,Immunology,Subgroup Analysis,Live During HCP Call,Partially Answered,15.7,3.2,0,4,
MSL-005416,2026-03-04,REP-010,DrugAlpha-100mg,Immunology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,8.7,8.2,1,5,HCP-0262
MSL-005417,2026-03-04,REP-010,DrugAlpha-100mg,Immunology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,9.6,21.0,1,4,HCP-0042
MSL-005418,2026-03-04,REP-010,DrugBeta-50mg,Immunology,Pharmacokinetics,Live During HCP Call,Fully Answered,15.2,16.1,1,5,HCP-0324
MSL-005419,2026-03-04,REP-015,DrugBeta-50mg,Oncology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,2.0,15.3,1,4,HCP-0346
MSL-005420,2026-03-04,REP-015,NeuroX-75mg,Oncology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,7.7,6.6,0,5,
MSL-005421,2026-03-04,REP-015,DrugGamma-200mg,Oncology,Dosing Guidelines,Live During HCP Call,Partially Answered,13.0,7.8,0,4,
MSL-005422,2026-03-04,REP-016,DrugAlpha-100mg,Neurology,Combination Therapy,Post-Call Follow-up,Fully Answered,9.0,11.4,0,5,
MSL-005423,2026-03-04,REP-016,DrugBeta-50mg,Neurology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,5.6,10.7,1,5,HCP-0193
MSL-005424,2026-03-04,REP-016,DrugBeta-50mg,Neurology,Patient Selection Criteria,Live During HCP Call,Fully Answered,5.1,20.1,1,5,HCP-0041
MSL-005425,2026-03-04,REP-016,NeuroX-75mg,Neurology,Long-term Outcomes,Post-Call Follow-up,Partially Answered,8.3,11.2,0,3,
MSL-005426,2026-03-04,REP-016,NeuroX-75mg,Neurology,Real-World Evidence,Live During HCP Call,Partially Answered,13.5,15.8,1,3,HCP-0377
MSL-005427,2026-03-04,REP-016,DrugBeta-50mg,Neurology,Guidelines / Protocols,Pre-Meeting Prep,Partially Answered,11.2,11.1,0,4,
MSL-005428,2026-03-04,REP-016,DrugBeta-50mg,Neurology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,2.1,11.7,1,5,HCP-0065
MSL-005429,2026-03-04,REP-016,DrugGamma-200mg,Neurology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,9.9,11.1,1,5,HCP-0114
MSL-005430,2026-03-04,REP-017,DrugGamma-200mg,Immunology,Clinical Trial Data,Post-Call Follow-up,Partially Answered,14.1,9.9,0,3,
MSL-005431,2026-03-04,REP-017,CardioPlus-25mg,Immunology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,10.2,18.3,1,5,HCP-0091
MSL-005432,2026-03-04,REP-017,DrugAlpha-100mg,Immunology,Guidelines / Protocols,Self-Study,Fully Answered,9.8,16.3,0,5,
MSL-005433,2026-03-04,REP-017,DrugAlpha-100mg,Immunology,Off-label Evidence Request,Self-Study,Partially Answered,18.2,9.9,0,4,
MSL-005434,2026-03-04,REP-021,NeuroX-75mg,Rare Disease,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,7.4,18.4,0,5,
MSL-005435,2026-03-04,REP-021,DrugGamma-200mg,Rare Disease,Combination Therapy,Live During HCP Call,Redirected to Medical,35.8,0,0,1,
MSL-005436,2026-03-04,REP-021,DrugBeta-50mg,Rare Disease,Long-term Outcomes,Post-Call Follow-up,Fully Answered,10.7,15.0,0,4,
MSL-005437,2026-03-05,REP-002,DrugAlpha-100mg,Oncology,Guidelines / Protocols,Live During HCP Call,Fully Answered,13.4,19.8,1,5,HCP-0214
MSL-005438,2026-03-05,REP-002,DrugAlpha-100mg,Oncology,Off-label Evidence Request,Pre-Meeting Prep,Fully Answered,8.1,7.7,1,5,HCP-0217
MSL-005439,2026-03-05,REP-002,DrugAlpha-100mg,Oncology,Biomarker Data,Pre-Meeting Prep,Fully Answered,12.8,17.9,1,5,HCP-0132
MSL-005440,2026-03-05,REP-002,NeuroX-75mg,Oncology,Guidelines / Protocols,Pre-Meeting Prep,Partially Answered,19.3,13.1,1,4,HCP-0182
MSL-005441,2026-03-05,REP-004,DrugBeta-50mg,Cardiology,Off-label Evidence Request,Self-Study,Partially Answered,9.9,20.4,0,3,
MSL-005442,2026-03-05,REP-004,DrugGamma-200mg,Cardiology,Mechanism of Action,Post-Call Follow-up,Redirected to Medical,32.1,0,0,1,
MSL-005443,2026-03-05,REP-004,CardioPlus-25mg,Cardiology,Long-term Outcomes,Live During HCP Call,Fully Answered,8.1,12.8,1,4,HCP-0008
MSL-005444,2026-03-05,REP-004,DrugAlpha-100mg,Cardiology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,9.2,15.3,1,5,HCP-0351
MSL-005445,2026-03-05,REP-004,DrugGamma-200mg,Cardiology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,7.2,10.5,1,4,HCP-0140
MSL-005446,2026-03-05,REP-004,NeuroX-75mg,Cardiology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,6.4,7.8,0,5,
MSL-005447,2026-03-05,REP-004,NeuroX-75mg,Cardiology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,4.9,20.1,0,5,
MSL-005448,2026-03-05,REP-008,CardioPlus-25mg,Immunology,Drug Interactions,Pre-Meeting Prep,Partially Answered,12.7,9.8,1,4,HCP-0313
MSL-005449,2026-03-05,REP-008,DrugGamma-200mg,Immunology,Clinical Trial Data,Post-Call Follow-up,Partially Answered,13.4,15.1,0,3,
MSL-005450,2026-03-05,REP-008,CardioPlus-25mg,Immunology,Dosing Guidelines,Post-Call Follow-up,Fully Answered,7.3,15.2,0,5,
MSL-005451,2026-03-05,REP-008,CardioPlus-25mg,Immunology,Long-term Outcomes,Self-Study,Partially Answered,20.2,18.3,0,3,
MSL-005452,2026-03-05,REP-008,DrugAlpha-100mg,Immunology,Patient Selection Criteria,Post-Call Follow-up,Fully Answered,8.4,14.3,0,5,
MSL-005453,2026-03-05,REP-009,NeuroX-75mg,Cardiology,Long-term Outcomes,Pre-Meeting Prep,Fully Answered,5.8,10.6,1,5,HCP-0421
MSL-005454,2026-03-05,REP-009,DrugGamma-200mg,Cardiology,Real-World Evidence,Pre-Meeting Prep,No Answer Found,21.9,0,0,1,
MSL-005455,2026-03-05,REP-009,CardioPlus-25mg,Cardiology,Competitor Comparison,Pre-Meeting Prep,Fully Answered,10.7,16.0,1,5,HCP-0227
MSL-005456,2026-03-05,REP-009,DrugAlpha-100mg,Cardiology,Adverse Events / Safety,Pre-Meeting Prep,Partially Answered,16.1,13.8,0,4,
MSL-005457,2026-03-05,REP-010,DrugBeta-50mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,No Answer Found,33.7,0,0,2,
MSL-005458,2026-03-05,REP-010,NeuroX-75mg,Immunology,Real-World Evidence,Live During HCP Call,Fully Answered,9.9,13.6,1,5,HCP-0094
MSL-005459,2026-03-05,REP-010,DrugBeta-50mg,Immunology,Biomarker Data,Pre-Meeting Prep,Fully Answered,6.0,10.9,1,5,HCP-0328
MSL-005460,2026-03-05,REP-010,DrugGamma-200mg,Immunology,Guidelines / Protocols,Self-Study,Redirected to Medical,23.8,0,0,1,
MSL-005461,2026-03-05,REP-010,DrugAlpha-100mg,Immunology,Biomarker Data,Pre-Meeting Prep,Fully Answered,12.5,19.1,0,5,
MSL-005462,2026-03-05,REP-010,DrugAlpha-100mg,Immunology,Guidelines / Protocols,Live During HCP Call,Partially Answered,6.4,11.9,1,3,HCP-0186
MSL-005463,2026-03-05,REP-010,DrugAlpha-100mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,8.4,15.2,1,5,HCP-0355
MSL-005464,2026-03-05,REP-010,DrugBeta-50mg,Immunology,Dosing Guidelines,Pre-Meeting Prep,Fully Answered,9.7,17.6,1,5,HCP-0311
MSL-005465,2026-03-05,REP-015,DrugAlpha-100mg,Oncology,Mechanism of Action,Live During HCP Call,Fully Answered,7.3,12.5,1,4,HCP-0215
MSL-005466,2026-03-05,REP-015,NeuroX-75mg,Oncology,Clinical Trial Data,Live During HCP Call,Fully Answered,5.6,17.2,1,5,HCP-0014
MSL-005467,2026-03-05,REP-016,CardioPlus-25mg,Neurology,Competitor Comparison,Pre-Meeting Prep,Partially Answered,23.4,10.3,1,4,HCP-0028
MSL-005468,2026-03-05,REP-016,DrugGamma-200mg,Neurology,Biomarker Data,Post-Call Follow-up,Fully Answered,8.3,14.2,0,4,
MSL-005469,2026-03-05,REP-016,NeuroX-75mg,Neurology,Biomarker Data,Self-Study,Fully Answered,11.3,8.7,0,4,
MSL-005470,2026-03-05,REP-016,NeuroX-75mg,Neurology,Off-label Evidence Request,Self-Study,Partially Answered,18.5,8.7,0,2,
MSL-005471,2026-03-05,REP-016,CardioPlus-25mg,Neurology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,9.0,16.6,1,5,HCP-0200
MSL-005472,2026-03-05,REP-016,NeuroX-75mg,Neurology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,11.0,9.0,0,5,
MSL-005473,2026-03-05,REP-021,NeuroX-75mg,Rare Disease,Dosing Guidelines,Self-Study,Fully Answered,8.1,14.1,0,5,
MSL-005474,2026-03-05,REP-021,DrugBeta-50mg,Rare Disease,Off-label Evidence Request,Live During HCP Call,Fully Answered,3.8,4.5,0,5,
MSL-005475,2026-03-05,REP-021,NeuroX-75mg,Rare Disease,Real-World Evidence,Pre-Meeting Prep,Partially Answered,22.7,6.0,1,4,HCP-0261
MSL-005476,2026-03-05,REP-021,DrugAlpha-100mg,Rare Disease,Dosing Guidelines,Self-Study,Fully Answered,4.9,15.6,0,5,
MSL-005477,2026-03-06,REP-002,DrugBeta-50mg,Oncology,Pharmacokinetics,Live During HCP Call,Fully Answered,8.0,11.7,1,5,HCP-0339
MSL-005478,2026-03-06,REP-002,NeuroX-75mg,Oncology,Guidelines / Protocols,Pre-Meeting Prep,No Answer Found,21.7,0,0,1,
MSL-005479,2026-03-06,REP-002,DrugAlpha-100mg,Oncology,Long-term Outcomes,Self-Study,No Answer Found,13.5,0,0,1,
MSL-005480,2026-03-06,REP-002,CardioPlus-25mg,Oncology,Subgroup Analysis,Post-Call Follow-up,Fully Answered,11.0,7.4,0,5,
MSL-005481,2026-03-06,REP-002,CardioPlus-25mg,Oncology,Mechanism of Action,Live During HCP Call,Fully Answered,8.4,11.4,0,5,
MSL-005482,2026-03-06,REP-004,DrugBeta-50mg,Cardiology,Biomarker Data,Pre-Meeting Prep,Fully Answered,6.8,11.4,1,5,HCP-0106
MSL-005483,2026-03-06,REP-004,DrugAlpha-100mg,Cardiology,Mechanism of Action,Live During HCP Call,Redirected to Medical,22.2,0,0,2,
MSL-005484,2026-03-06,REP-008,DrugAlpha-100mg,Immunology,Adverse Events / Safety,Live During HCP Call,Fully Answered,2.9,8.4,0,4,
MSL-005485,2026-03-06,REP-008,DrugAlpha-100mg,Immunology,Pharmacokinetics,Pre-Meeting Prep,Fully Answered,14.5,16.4,1,4,HCP-0212
MSL-005486,2026-03-06,REP-008,DrugAlpha-100mg,Immunology,Clinical Trial Data,Post-Call Follow-up,Fully Answered,1,13.3,0,4,
MSL-005487,2026-03-06,REP-009,DrugAlpha-100mg,Cardiology,Patient Selection Criteria,Live During HCP Call,Fully Answered,10.7,2,1,5,HCP-0410
MSL-005488,2026-03-06,REP-009,DrugBeta-50mg,Cardiology,Real-World Evidence,Self-Study,Fully Answered,10.1,2,0,5,
MSL-005489,2026-03-06,REP-009,DrugAlpha-100mg,Cardiology,Adverse Events / Safety,Pre-Meeting Prep,Fully Answered,4.7,10.8,1,4,HCP-0336
MSL-005490,2026-03-06,REP-009,DrugGamma-200mg,Cardiology,Dosing Guidelines,Pre-Meeting Prep,Partially Answered,4.6,2.1,1,3,HCP-0337
MSL-005491,2026-03-06,REP-009,NeuroX-75mg,Cardiology,Real-World Evidence,Pre-Meeting Prep,Partially Answered,11.8,19.0,1,3,HCP-0428
MSL-005492,2026-03-06,REP-009,CardioPlus-25mg,Cardiology,Adverse Events / Safety,Live During HCP Call,No Answer Found,16.6,0,0,1,
MSL-005493,2026-03-06,REP-009,NeuroX-75mg,Cardiology,Dosing Guidelines,Self-Study,Fully Answered,9.8,9.9,0,5,
MSL-005494,2026-03-06,REP-009,CardioPlus-25mg,Cardiology,Patient Selection Criteria,Post-Call Follow-up,Partially Answered,21.4,15.8,0,3,
MSL-005495,2026-03-06,REP-010,DrugGamma-200mg,Immunology,Off-label Evidence Request,Self-Study,No Answer Found,12.6,0,0,1,
MSL-005496,2026-03-06,REP-010,DrugAlpha-100mg,Immunology,Guidelines / Protocols,Pre-Meeting Prep,Fully Answered,9.5,11.1,1,5,HCP-0177
MSL-005497,2026-03-06,REP-015,DrugBeta-50mg,Oncology,Biomarker Data,Post-Call Follow-up,Fully Answered,3.5,18.8,0,5,
MSL-005498,2026-03-06,REP-015,CardioPlus-25mg,Oncology,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,6.8,9.9,0,5,
MSL-005499,2026-03-06,REP-015,CardioPlus-25mg,Oncology,Real-World Evidence,Live During HCP Call,Fully Answered,8.5,7.9,1,5,HCP-0456
MSL-005500,2026-03-06,REP-015,DrugGamma-200mg,Oncology,Dosing Guidelines,Pre-Meeting Prep,No Answer Found,33.1,0,0,2,
MSL-005501,2026-03-06,REP-015,DrugGamma-200mg,Oncology,Biomarker Data,Pre-Meeting Prep,Fully Answered,2.4,18.6,0,5,
MSL-005502,2026-03-06,REP-016,DrugBeta-50mg,Neurology,Competitor Comparison,Self-Study,Fully Answered,10.6,16.7,0,4,
MSL-005503,2026-03-06,REP-017,NeuroX-75mg,Immunology,Subgroup Analysis,Self-Study,Fully Answered,6.4,16.5,0,5,
MSL-005504,2026-03-06,REP-017,DrugGamma-200mg,Immunology,Mechanism of Action,Live During HCP Call,Fully Answered,7.1,20.7,1,5,HCP-0284
MSL-005505,2026-03-06,REP-021,CardioPlus-25mg,Rare Disease,Mechanism of Action,Pre-Meeting Prep,Redirected to Medical,24.0,0,0,2,
MSL-005506,2026-03-06,REP-021,DrugBeta-50mg,Rare Disease,Off-label Evidence Request,Post-Call Follow-up,Fully Answered,6.0,15.0,0,5,
MSL-005507,2026-03-09,REP-002,CardioPlus-25mg,Oncology,Real-World Evidence,Live During HCP Call,Partially Answered,12.9,23.7,1,3,HCP-0016
MSL-005508,2026-03-09,REP-004,NeuroX-75mg,Cardiology,Long-term Outcomes,Post-Call Follow-up,Fully Answered,7.9,15.8,0,5,
MSL-005509,2026-03-09,REP-004,CardioPlus-25mg,Cardiology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,8.9,8.4,0,4,
MSL-005510,2026-03-09,REP-004,DrugAlpha-100mg,Cardiology,Dosing Guidelines,Live During HCP Call,Fully Answered,5.6,12.3,1,4,HCP-0136
MSL-005511,2026-03-09,REP-009,DrugGamma-200mg,Cardiology,Adverse Events / Safety,Live During HCP Call,Partially Answered,14.1,6.7,0,4,
MSL-005512,2026-03-09,REP-009,NeuroX-75mg,Cardiology,Mechanism of Action,Pre-Meeting Prep,Fully Answered,5.4,15.5,1,5,HCP-0374
MSL-005513,2026-03-09,REP-009,CardioPlus-25mg,Cardiology,Dosing Guidelines,Post-Call Follow-up,Partially Answered,9.1,12.1,0,3,
MSL-005514,2026-03-09,REP-010,DrugBeta-50mg,Immunology,Clinical Trial Data,Pre-Meeting Prep,Fully Answered,2.5,9.9,1,5,HCP-0402
MSL-005515,2026-03-09,REP-010,DrugAlpha-100mg,Immunology,Long-term Outcomes,Live During HCP Call,Fully Answered,8.7,16.2,1,5,HCP-0352
MSL-005516,2026-03-09,REP-010,CardioPlus-25mg,Immunology,Mechanism of Action,Live During HCP Call,No Answer Found,26.4,0,0,1,
